firm_ident,return,beta,year,
393,-0.004812734,1.044047302,1996,
394,-0.004812734,1.044047302,1996,
395,-0.004812734,1.213379236,1996,
396,0.02287468,1.044047302,1996,
397,-0.099026115,1.022627872,1996,
398,NA,0.94613689,1996,
399,-0.044915344,1.261459658,1996,
400,0.120464869,0.908157559,1996,
401,-0.004812734,1.016466129,1996,
402,-0.004812734,1.234008606,1996,
403,-0.041399327,1.288717282,1996,
404,-0.004812734,0.866701747,1996,
405,-0.004812734,1.316718737,1996,
406,-0.008122518,1.223713656,1996,
407,-0.004812734,1.61161516,1996,
408,-0.004812734,0.94613689,1996,
409,NA,0.923126643,1996,
410,0.004603329,1.283113982,1996,
411,-0.004812734,0.891509847,1996,
412,-0.004812734,0.908157559,1996,
413,-0.016821366,1.156761022,1996,
414,NA,0.66087061,1996,
415,-0.001771371,1.022627872,1996,
416,-0.002804786,0.873803458,1996,
417,-0.004812734,1.169619725,1996,
418,-0.433384162,NA,1996,
419,-0.004812734,1.169619725,1996,
420,-0.006806972,1.132814617,1996,
421,0.013845552,1.273714729,1996,
422,-0.02455131,NA,1996,
423,-0.004812734,0.889890793,1996,
424,-0.004812734,NA,1996,
425,-0.004812734,1.262146231,1996,
426,0.009095677,0.978904339,1996,
427,0.012602513,1.412776586,1996,
428,-0.004812734,1.379732151,1996,
429,-0.004812734,0.853476048,1996,
430,0.011906809,1.273622806,1996,
431,NA,0.828590273,1996,
432,NA,1.283113982,1996,
433,NA,1.081631913,1996,
434,-0.004812734,1.169619725,1996,
435,NA,1.235073152,1996,
436,-0.004812734,0.833983897,1996,
437,-0.004812734,0.889284661,1996,
438,-0.010949801,1.165567446,1996,
439,0.022310765,1.194454897,1996,
440,-0.084534766,0.771553016,1996,
441,0.003973283,1.427334209,1996,
442,-0.004812734,1.081631913,1996,
443,-0.004812734,1.538940422,1996,
444,-0.004812734,1.062511272,1996,
445,-0.004812734,0.893385961,1996,
446,0.009237161,1.116419029,1996,
447,0.006814369,1.538940422,1996,
448,NA,1.324295242,1996,
449,-0.004812734,1.163017145,1996,
450,-0.004812734,1.156761022,1996,
451,0.02589084,0.861864033,1996,
452,-0.003758906,0.889890793,1996,
453,-0.004812734,NA,1996,
454,-0.004812734,1.364235453,1996,
455,0.022697404,1.258291799,1996,
456,0.055808311,NA,1996,
457,-0.004812734,1.377575195,1996,
458,0.045094748,1.132814617,1996,
459,-0.004812734,1.273622806,1996,
460,-0.004812734,0.914116855,1996,
461,0.008965124,1.207384859,1996,
462,-0.008804498,0.833983897,1996,
463,NA,NA,1996,
464,0.030179436,1.308472492,1996,
465,-0.004812734,0.929059523,1996,
466,0.033868483,1.169619725,1996,
467,-0.02861132,0.978904339,1996,
468,0.001404201,0.940652303,1996,
469,-0.004812734,1.094669093,1996,
470,-0.004812734,1.295782571,1996,
471,-0.003936924,0.861864033,1996,
472,-0.004812734,1.223713656,1996,
473,-0.004812734,1.582983025,1996,
474,-0.004812734,1.134109133,1996,
475,-0.004812734,1.288717282,1996,
476,-0.004812734,1.507296154,1996,
477,-0.004812734,0.833983897,1996,
478,-0.010115507,0.884257464,1996,
479,0.003060247,0.904574315,1996,
480,0.032540203,0.891509847,1996,
481,-0.004812734,0.914116855,1996,
482,-0.024309529,0.94613689,1996,
483,0.007606121,1.062511272,1996,
484,0.077352481,0.969070646,1996,
485,-0.009201053,1.194454897,1996,
486,0.021688088,1.273622806,1996,
487,-0.004812734,0.771553016,1996,
488,-0.004812734,1.169619725,1996,
489,0.001309583,0.997996479,1996,
490,-0.000516949,1.234008606,1996,
491,0.005106979,0.997996479,1996,
492,-0.034128442,1.132814617,1996,
493,-0.004812734,1.379732151,1996,
494,NA,NA,1996,
495,-0.004812734,1.262146231,1996,
496,0.041384273,0.963879159,1996,
497,NA,0.969070646,1996,
498,-0.0039875,1.044047302,1996,
499,-0.004812734,1.275663494,1996,
500,-0.004812734,0.904574315,1996,
501,-0.00142602,NA,1996,
502,-0.0226293,1.248908163,1996,
503,-0.004812734,1.364235453,1996,
504,-0.004812734,0.904574315,1996,
505,-0.004812734,1.406789877,1996,
506,-0.004812734,1.505517442,1996,
507,-0.004812734,0.904574315,1996,
508,-0.057225832,1.258291799,1996,
509,-0.004812734,1.163017145,1996,
510,-0.004812734,0.873803458,1996,
511,0.051986942,NA,1996,
512,-0.004812734,1.221273657,1996,
513,NA,1.379732151,1996,
514,-0.004812734,0.908157559,1996,
515,-0.006496249,1.501050141,1996,
516,-0.004812734,1.221273657,1996,
517,-0.004812734,1.081631913,1996,
518,-0.004812734,1.427334209,1996,
519,-0.004812734,0.833983897,1996,
520,-0.004812734,1.283113982,1996,
521,0.017538583,1.505517442,1996,
522,0.000115142,1.244928541,1996,
523,-0.004812734,1.379732151,1996,
524,-0.004812734,0.851258786,1996,
525,-0.009175522,1.258291799,1996,
526,-0.004812734,1.61161516,1996,
527,-0.004812734,1.261459658,1996,
528,-0.004812734,1.012282597,1996,
529,0.007594968,1.438487969,1996,
530,0.001261783,0.978904339,1996,
531,-0.004812734,0.889890793,1996,
532,0.015911282,1.064645954,1996,
533,-0.004812734,0.889890793,1996,
534,0.103849447,0.742266614,1996,
535,0.010524041,0.861864033,1996,
536,-0.004812734,0.914116855,1996,
537,-0.004812734,NA,1996,
538,-0.004812734,1.235073152,1996,
539,-0.004812734,1.505517442,1996,
540,-0.004812734,1.427334209,1996,
541,-0.004812734,1.61161516,1996,
542,-0.004812734,NA,1996,
543,NA,NA,1996,
544,0.030781682,1.275663494,1996,
545,0.007602961,1.505517442,1996,
546,-0.004812734,1.377575195,1996,
547,0.013186774,0.742266614,1996,
548,NA,0.872225526,1996,
549,-0.004812734,0.83909662,1996,
550,-0.003835307,0.969070646,1996,
551,0.173647813,0.997996479,1996,
552,NA,1.156761022,1996,
553,-0.006542448,0.873803458,1996,
554,-0.004812734,1.324295242,1996,
555,-0.004812734,1.210918247,1996,
556,NA,1.114462993,1996,
557,0.010383545,1.132814617,1996,
558,-9.95111E-05,1.273714729,1996,
559,0.022496094,1.132814617,1996,
560,0.011450324,0.742266614,1996,
561,-0.014331183,1.338377666,1996,
562,NA,0.891509847,1996,
563,-0.001607607,0.904574315,1996,
564,-0.007788393,0.893385961,1996,
565,-0.004812734,1.094669093,1996,
566,0.018537083,1.244928541,1996,
567,-0.031956514,1.165567446,1996,
568,-0.004812734,1.412776586,1996,
569,-0.004812734,1.221273657,1996,
570,-0.004812734,1.273714729,1996,
571,-0.004812734,0.908157559,1996,
572,NA,1.062511272,1996,
573,-0.004812734,0.888508789,1996,
574,-0.004812734,1.275663494,1996,
575,0.00916169,1.582983025,1996,
576,-0.004812734,0.914116855,1996,
577,-0.000868553,NA,1996,
578,0.035155367,0.963879159,1996,
579,-0.045458577,1.273714729,1996,
580,-0.002705894,0.923126643,1996,
581,-0.004812734,1.234008606,1996,
582,0.018372343,1.025072642,1996,
583,0.005856472,1.261459658,1996,
584,0.03018588,1.016466129,1996,
585,-0.004812734,1.406789877,1996,
586,-0.013531087,0.969975388,1996,
587,-0.018805296,1.156761022,1996,
588,NA,NA,1996,
589,-0.004812734,1.308472492,1996,
590,-0.011231998,1.12874881,1996,
591,0.006328154,0.967301705,1996,
592,NA,1.213379236,1996,
593,-0.02854436,1.142163157,1996,
594,-0.004812734,0.914116855,1996,
595,-0.004812734,1.114462993,1996,
596,NA,NA,1996,
597,-0.004812734,1.210918247,1996,
598,-0.004812734,1.406789877,1996,
599,-0.004812734,1.074155871,1996,
600,0.035595989,1.156761022,1996,
601,-0.004812734,1.116419029,1996,
602,-0.504812734,1.074155871,1996,
603,-0.004812734,1.142163157,1996,
604,0.015201338,1.316718737,1996,
605,0.012338118,1.501050141,1996,
606,NA,1.132814617,1996,
607,-0.004812734,1.324295242,1996,
608,-0.004812734,1.025072642,1996,
609,-0.004812734,1.197907367,1996,
610,-0.031317105,1.501050141,1996,
611,0.027212687,0.940652303,1996,
612,-0.004812734,1.248908163,1996,
613,-0.004812734,1.258291799,1996,
614,NA,0.884257464,1996,
615,-0.004812734,1.316718737,1996,
616,-0.059329691,0.851258786,1996,
617,-0.004812734,1.438487969,1996,
618,-0.004812734,0.969975388,1996,
619,-0.004812734,0.929059523,1996,
620,-0.004812734,1.324295242,1996,
621,-0.004812734,0.893385961,1996,
622,-0.017820254,1.194454897,1996,
623,-0.004812734,1.406789877,1996,
624,-0.048824907,0.853476048,1996,
625,-0.0794814,1.062511272,1996,
626,-0.008929514,1.094669093,1996,
627,0.037521783,0.963879159,1996,
628,0.025167221,1.064645954,1996,
629,0.006783922,1.156761022,1996,
630,-0.004812734,0.851258786,1996,
631,-0.004812734,1.016466129,1996,
632,-0.00338878,1.258291799,1996,
633,0.043571551,1.223713656,1996,
634,-0.021791906,0.866701747,1996,
635,-0.004812734,NA,1996,
636,-0.004812734,1.132814617,1996,
637,-0.004812734,1.170269496,1996,
638,0.025080596,1.234008606,1996,
639,0.017072906,NA,1996,
640,-0.004812734,1.377575195,1996,
641,NA,0.891509847,1996,
642,-0.004812734,1.248908163,1996,
643,-0.004812734,1.197907367,1996,
644,-0.004812734,0.920989017,1996,
645,NA,NA,1996,
646,-0.004812734,NA,1996,
647,0.028247752,1.132814617,1996,
648,-0.004812734,1.223713656,1996,
649,-0.030474074,1.221273657,1996,
650,0.05250028,1.406789877,1996,
651,0.000335023,0.929059523,1996,
652,0.00225234,1.61161516,1996,
653,0.009309501,1.273714729,1996,
654,0.012367821,1.194454897,1996,
655,-0.057490332,1.507296154,1996,
656,-0.004812734,1.012282597,1996,
657,-0.005385734,1.258291799,1996,
658,-0.0102771,1.044047302,1996,
659,0.02848466,1.156761022,1996,
660,-0.004812734,NA,1996,
661,-0.004812734,1.377575195,1996,
662,NA,1.505517442,1996,
663,0.025690466,1.074155871,1996,
664,-0.004812734,1.501050141,1996,
665,-0.004812734,1.024446326,1996,
666,-0.004812734,0.873803458,1996,
667,-0.004812734,0.891509847,1996,
668,0.010172405,1.235073152,1996,
669,NA,0.66087061,1996,
670,-0.004812734,1.262146231,1996,
671,0.009490718,0.997996479,1996,
672,-0.007850989,1.142163157,1996,
673,0.019967461,NA,1996,
674,-0.004812734,1.074155871,1996,
675,0.005303879,1.582983025,1996,
676,-0.004812734,1.316718737,1996,
677,NA,0.969070646,1996,
678,-0.004812734,0.891509847,1996,
679,-0.004812734,1.024446326,1996,
680,NA,1.064182502,1996,
681,-0.025066655,1.538940422,1996,
682,-0.004812734,0.893385961,1996,
683,NA,0.83909662,1996,
684,-0.004812734,1.074155871,1996,
685,-0.004812734,1.261459658,1996,
686,-0.004812734,1.412776586,1996,
687,NA,0.969070646,1996,
688,-0.004812734,0.997419784,1996,
689,NA,NA,1996,
690,-0.017875606,0.851258786,1996,
691,-0.04473999,0.977668435,1996,
692,-0.015787791,1.324295242,1996,
693,0.009853302,1.12874881,1996,
694,0.006656251,1.024446326,1996,
695,0.00697168,1.273622806,1996,
696,-0.004812734,1.288717282,1996,
697,0.061510155,1.261459658,1996,
698,NA,0.893385961,1996,
699,-0.004812734,0.889890793,1996,
700,-0.004812734,1.412776586,1996,
701,0.058839896,1.438487969,1996,
702,-0.004812734,1.210918247,1996,
703,0.037674937,1.338377666,1996,
704,-0.061395622,1.116419029,1996,
705,-0.004812734,1.275663494,1996,
706,-0.004812734,0.963879159,1996,
707,NA,0.920989017,1996,
708,-0.004812734,1.114462993,1996,
709,-0.004812734,1.438487969,1996,
710,-0.004812734,1.12874881,1996,
711,-0.004812734,1.207384859,1996,
712,-0.004812734,1.064182502,1996,
713,-0.018721357,1.238362373,1996,
714,-0.004812734,0.891509847,1996,
715,-0.004812734,1.165567446,1996,
716,-0.004812734,1.022627872,1996,
717,-0.008043396,1.538940422,1996,
718,-0.004812734,1.295782571,1996,
719,-0.010338908,1.283113982,1996,
720,NA,1.062511272,1996,
721,0.018467258,1.054100354,1996,
722,0.100779183,0.914116855,1996,
723,NA,NA,1996,
724,0.011490353,1.234008606,1996,
725,-0.004812734,1.207384859,1996,
726,-0.004812734,1.507296154,1996,
727,-0.004812734,0.977668435,1996,
728,-0.004812734,1.071741606,1996,
729,0.010790115,1.054100354,1996,
730,-0.004812734,1.273622806,1996,
731,NA,1.379732151,1996,
732,-0.004812734,1.438487969,1996,
733,0.033454923,0.929059523,1996,
734,-0.004812734,0.94613689,1996,
735,0.014283712,0.889890793,1996,
736,-0.004812734,1.116419029,1996,
737,-0.004812734,NA,1996,
738,-0.004812734,1.377575195,1996,
739,NA,0.997996479,1996,
740,-0.015809635,0.884257464,1996,
741,-0.004812734,1.114462993,1996,
742,NA,0.828590273,1996,
743,-0.001420377,1.505517442,1996,
744,-0.004812734,0.914116855,1996,
745,-0.004812734,1.142163157,1996,
746,-0.004812734,1.273622806,1996,
747,0.006316169,1.016466129,1996,
748,-0.004812734,1.244928541,1996,
749,0.020972044,0.861864033,1996,
750,-0.004812734,1.248908163,1996,
751,0.019901443,1.438487969,1996,
752,-0.004812734,1.338377666,1996,
753,NA,0.94613689,1996,
754,-0.004812734,1.094669093,1996,
755,0.000710337,1.507296154,1996,
756,-0.004812734,0.872225526,1996,
757,0.004464261,0.94613689,1996,
758,NA,1.022627872,1996,
759,-0.009593601,0.866701747,1996,
760,-0.004812734,0.83909662,1996,
761,-0.019197177,1.054100354,1996,
762,0.035496591,1.169619725,1996,
763,-0.004812734,1.213379236,1996,
764,0.007606121,1.062511272,1996,
765,-0.004812734,1.207384859,1996,
766,-0.004812734,1.054100354,1996,
767,-0.011979743,0.940652303,1996,
768,NA,1.295782571,1996,
769,-0.004812734,1.261459658,1996,
770,NA,NA,1996,
